	id	start	type	timeframe	entry	outcome	RSI bounces	bounce length	bounce (pips)	inn_bounce	indecission	entry on RSI	length of trend (-1)	length in pips (-1)	last time	entry_aligned	retraced	Candle +1 against trade	trend_bounces	peak_bounces	s_r_bounces	is_sr_doubtful	adx	congestion_onleft	length of trend	No of candles	previous swings	space interswings	trend angle	stretches	strong trend	norm_length_pips	norm_bounce_pips	norm_retraced	diff	pips_ratio	pips_ratio_norm	length_bounce_perc	bounce_bias	bounce_ratio	sum_bounces	score
504	USD_CAD 21OCT2008D	2008-10-20 23:00:00	long	D	1.2135	1	1	4	1829	5	1	1	15.0	16376.0	2005-01-07 00:00:00	1		FALSE	1.0	0.0	2.0											341.17	38.1		1382	1091.7333333333333	22.733333333333334	33.333333333333336	A	5.0	4	28
505	USD_CAD 10NOV2008D	2008-07-11 23:00:00	short	D	1.16619	0	0	0	4274	5	2	0	8.0	11930.0	2007-01-03 00:00:00	1		TRUE	0.0	4.0	1.0											248.54	89.04		555	1491.25	31.0	62.5	P	2.5	0	0
506	USD_CAD 13MAR2018D	2018-12-03 23:00:00	long	D	1.29206	0	1	2	1505	8	5	0	26.0	5955.0	2017-01-06 00:00:00	1	2370.0	FALSE	2.0	10.0	10.0											124.06	31.35	49.38	696	229.03846153846155	4.769230769230769	30.76923076923077	U	1.6	2	12
507	EUR_CAD 01APR2005D	2005-03-31 23:00:00	short	D	1.56635	0	2	1,1	1153	4	3	0	25.0	7593.0	2004-01-11 00:00:00	0	4521.0	FALSE	0.0	9.0	12.0											158.19	24.02	94.19	445	303.72	6.32	16.0	A	1.3333333333333333	2	-9
508	EUR_CAD 26NOV2007D	2007-11-23 23:00:00	long	D	1.47203	0	1	1	985	4	1	1	12.0	13329.0	2007-01-05 00:00:00	1	3349.0	FALSE	0.0	0.0	6.0											277.69	20.52	69.77	322	1110.75	23.083333333333332	33.333333333333336	A	4.0	1	19
509	EUR_CAD 25MAR2008D	2008-03-24 23:00:00	long	D	1.58619	1	2	1,2	2330	5	2	0	18.0	11491.0	2005-01-05 00:00:00	1		FALSE	2.0	1.0	1.0											239.4	48.54		1174	638.3888888888889	13.277777777777779	27.77777777777778	U	2.5	3	17
510	EUR_CAD 08APR2008D	2008-07-04 23:00:00	long	D	1.59769	0	3	4,1,2	4900	10	4	0	28.0	12837.0	2005-01-05 00:00:00	0		TRUE	4.0	1.0	0.0											267.44	102.08		1276	458.4642857142857	9.535714285714286	35.714285714285715	P	2.5	7	-25
511	EUR_CAD 04JAN2010D	2009-12-31 23:00:00	short	D	1.49865	1	1	6	1463	8	2	0	18.0	8952.0	2008-01-02 00:00:00	1		TRUE	1.0	6.0	2.0											186.5	30.48		729	497.3333333333333	10.333333333333334	44.44444444444444	P	4.0	6	-7
512	EUR_CAD 24MAY2010D	2010-05-21 23:00:00	short	D	1.32121	1	10	6,4,7,1,3,1,4,1,3,5	7229	10	9	0	120.0	28035.0	2001-01-07 00:00:00	1		FALSE	3.0	0.0	2.0											584.06	150.6		3421	233.625	4.866666666666666	8.333333333333334	A	1.1111111111111112	35	7
513	EUR_CAD 29JUL2010D	2010-07-28 23:00:00	long	D	1.3512	0	1	2	2703	10	3	0	34.0	10319.0	2010-01-03 00:00:00	1	1065.0	FALSE	2.0	2.0	4.0											214.98	56.31	22.19	206	303.5	6.294117647058823	29.41176470588235	A	3.3333333333333335	2	-2
