	id	start	type	timeframe	entry	outcome	RSI bounces	bounce length	bounce (pips)	inn_bounce	indecission	entry on RSI	length of trend (-1)	length in pips (-1)	last time	entry_aligned	retraced	Candle +1 against trade	trend_bounces	peak_bounces	s_r_bounces	is_sr_doubtful	adx	congestion_onleft	length of trend	No of candles	previous swings	space interswings	trend angle	stretches	strong trend	norm_length_pips	norm_bounce_pips	norm_retraced	diff	pips_ratio	pips_ratio_norm	length_bounce_perc	bounce_bias	bounce_ratio	sum_bounces	score
153	AUD_USD 25APR2016H12	2016-04-25 22:00:00	long	H12	0.77356	0	6	1,2,2,1,2,2	1400	11	6	0	137.0	8990.0	2015-01-05 00:00:00	0		FALSE	3.0	4.0	6.0	1.0			140.0	7.0	4.0	22,58,25	45.0		False	187.29	29.17		476	65.62043795620438	1.364963503649635	8.02919708029197	A	1.8333333333333333	10	-11
157	AUD_USD 22APR2014H12	2014-04-22 10:00:00	long	H12	0.9368700000000001	0	3	1,6	1324	22	6	0	123.0	7028.0	2013-01-11 00:00:00	0		FALSE	4.0	4.0	6.0	1.0			124.0	11.0	3.0	45,13	30.0		False	146.42	27.58		466	57.13821138211382	1.1869918699186992	17.88617886178862	A	3.6666666666666665	7	-6
160	AUD_USD 18MAY2017H12	2017-05-18 22:00:00	short	H12	0.74116	0	3	3,2,1	1160	24	2	0	85.0	3387.0	2017-01-05 00:00:00	0		TRUE	3.0	4.0	6.0	1.0			86.0	15.0	6.0	23,11,10,24,15	32.0		False	70.56	24.17		133	39.84705882352941	0.8235294117647058	28.235294117647058	A	12.0	6	-1
164	AUD_USD 16FEB2012H12	2012-02-16 22:00:00	long	H12	1.0780100000000001	0	1	2	1690	20	21	0	119.0	10863.0	2011-01-08 00:00:00	0		FALSE	7.0	4.0	6.0	0.0			119.0	32.0	7.0	47,10,14,15,6,27	29.0		False	226.31	35.21		404	91.28571428571429	1.8991596638655461	16.80672268907563	A	0.9523809523809523	2	2
165	AUD_USD 14JUN2016H12	2016-06-14 22:00:00	long	H12	0.73835	0	2	1,2	1480	13	3	0	23.0	2245.0	2016-01-05 00:00:00	0	421.0	FALSE	2.0	4.0	6.0											46.77	30.83	8.77	161	97.6086956521739	2.0	56.52173913043478	A	4.333333333333333	3	-8
167	AUD_USD 12MAY2016H12	2016-12-05 10:00:00	short	H12	0.73168	1	1	4	715	8	6	0	29.0	4857.0	2015-01-07 00:00:00	0		FALSE	1.0	4.0	6.0											101.19	14.9		698	167.48275862068965	3.4827586206896552	27.586206896551722	A	1.3333333333333333	4	-6
169	AUD_USD 10NOV2014H12	2014-10-11 22:00:00	short	H12	0.85992	0	6	9,2,3,1,7,2	1430	8	1	0	92.0	7671.0	2010-01-07 00:00:00	0	1080.0	FALSE	1.0	4.0	6.0	0.0			94.0	58.0	4.0	6,6,4	40.0		False	159.81	29.79	22.5	1738	83.3804347826087	1.7282608695652173	8.695652173913043	A	8.0	24	-10
174	AUD_USD 05APR2018H12	2018-05-04 22:00:00	short	H12	0.76672	0	1	1	550	15	8	0	92.0	4376.0	2017-01-12 00:00:00	0	700.0	TRUE	1.0	4.0	6.0				93.0	80.0	6.0	14,6,12,35,26	32.0		False	91.17	11.46	14.58	477	47.56521739130435	0.9891304347826086	16.304347826086957	A	1.875	1	-5
175	AUD_USD 04JUL2017H12	2017-04-07 22:00:00	long	H12	0.7620899999999999	0	4	1,1,1,2	1070	9	7	0	45.0	2430.0	2017-01-03 00:00:00	0	163.0	FALSE	2.0	4.0	6.0											50.62	22.29	3.4	94	54.0	1.1111111111111112	20.0	A	1.2857142857142858	5	-2
176	AUD_USD 04AUG2015D	2015-04-08 22:00:00	short	H12	0.73678	0	2	4,7	1540	17	13	0	117.0	7965.0	2009-01-04 00:00:00	0	60.0	TRUE	4.0	4.0	6.0	0.0			118.0	40.0	3.0	47,18	18.0		False	165.94	32.08	1.25	2285	68.07692307692308	1.4102564102564104	14.52991452991453	A	1.3076923076923077	11	-7
177	AUD_USD 03NOV2017H12	2017-03-11 09:00:00	short	H12	0.7678	1	1	5	880	13	3	0	81.0	4499.0	2017-01-07 00:00:00	0		FALSE	3.0	4.0	6.0	0.0			71.0	11.0	4.0	28,34,16	37.0		False	93.73	18.33		63	55.54320987654321	1.1481481481481481	16.049382716049383	A	4.333333333333333	5	0
178	AUD_USD 03JAN2018H12	2018-03-01 10:00:00	long	H12	0.78414	1	0	0	224	4	2	1	30.0	3342.0	2017-01-09 00:00:00	0		FALSE	3.0	4.0	6.0											69.62	4.67		416	111.4	2.3	13.333333333333334	A	2.0	0	20
179	AUD_USD 02MAY2006H12	2006-02-05 10:00:00	long	H12	0.76158	1	2	1,3	590	5	3	1	48.0	5673.0	2005-01-09 00:00:00	0		FALSE	4.0	4.0	6.0											118.19	12.29		392	118.1875	2.4583333333333335	10.416666666666666	A	1.6666666666666667	4	8
191	USD_JPY 23JAN2013H12	2013-01-23 22:00:00	long	H12	88.87100000000001	1	11	1,6,14,6,4,5,1,1,1,3,6	2100	12	4	0	163.0	11338.0	2010-01-06 00:00:00	1		FALSE	1.0	4.0	5.0	0.0	31.0		164.0	7.0	3.0	41,16	23.0		True	236.21	43.75		1113	69.55828220858896	1.4478527607361964	7.361963190184049	A	3.0	48	5
192	USD_JPY 18JAN2018H12	2018-01-18 10:00:00	short	H12	111.04799999999999	1	1	5	1080	11	2	0	18.0	2174.0	2017-01-09 00:00:00	1		FALSE	0.0	4.0	10.0		29.0		17.0	3.0	2.0	16	57.0		True	45.29	22.5		374	120.77777777777777	2.5	61.111111111111114	A	5.5	5	17
193	USD_JPY 17OCT2018H12	2018-10-17 10:00:00	short	H12	112.137	0	1	1	590	6	5	0	18.0	2275.0	2018-01-09 00:00:00	1		TRUE	1.0	13.0	10.0		29.0									47.4	12.29		281	126.38888888888889	2.611111111111111	33.333333333333336	P	1.2	1	-8
198	USD_JPY 10NOV2014H12	2014-10-11 22:00:00	long	H12	114.944	1	1	13	1361	9	3	1	16.0	6961.0	2011-01-01 00:00:00	1		FALSE	1.0	0.0	1.0											145.02	28.35		1379	435.0625	9.0625	56.25	A	3.0	13	22
199	USD_JPY 07MAR2007H12	2007-07-03 10:00:00	short	H12	116.225	0	2	5,1	1295	6	1	0	16.0	5377.0	2006-01-12 00:00:00	1		FALSE	1.0	5.0	7.0	1.0		1.0								112.02	26.98		537	336.0625	7.0	37.5	A	6.0	6	-2
200	USD_JPY 06JAN2010H12	2010-06-01 10:00:00	long	H12	92.43299999999999	0	3	6,4,1	1129	12	4	0	51.0	5894.0	2009-01-08 00:00:00	1		TRUE	2.0	3.0	6.0											122.79	23.52		509	115.56862745098039	2.392156862745098	23.529411764705884	A	3.0	11	6
204	USD_JPY 04JUL2013H12	2013-04-07 10:00:00	long	H12	100.135	1	0	0	1080	5	2	0	26.0	6036.0	2013-01-05 00:00:00	1		FALSE	2.0	0.0	3.0											125.75	22.5		92	232.15384615384616	4.8076923076923075	19.23076923076923	A	2.5	0	16
206	USD_CHF_02OCT2018H12	2018-02-10 23:00:00	long	H12	0.9858600000000001	1	1	1	188	4	1	0	13.0	2986.0	2018-01-08 00:00:00	1		FALSE	1.0	7.0	9.0											62.21	3.92		33	229.69230769230768	4.769230769230769	30.76923076923077	A	4.0	1	22
207	USD_CHF 30APR2018H12	2018-04-30 10:00:00	long	H12	0.9900399999999999	1	0	0	462	5	1	1	101.0	7031.0	2017-01-11 00:00:00	1		FALSE	1.0	9.0	12.0				100.0		2.0	20	34.0		False	146.48	9.62		474	69.61386138613861	1.4455445544554455	4.9504950495049505	A	5.0	0	16
208	USD_CHF 29MAY2007H12	2007-05-29 22:00:00	long	H12	1.22569	0	0	0	1021	17	2	0	49.0	2559.0	2007-01-02 00:00:00	1	464.0	TRUE	3.0	4.0	8.0				50.0		5.0	19,13,11,6	28.0		False	53.31	21.27	9.67	147	52.224489795918366	1.0816326530612246	34.69387755102041	A	8.5	0	13
209	USD_CHF 27JAN2009H12	2009-01-27 10:00:00	long	H12	1.1426100000000001	1	1	1	3433	12	3	0	41.0	9481.0	2008-01-12 00:00:00	1		FALSE	2.0	2.0	2.0				39.0	5.0	5.0	11,10,10,5	56.0		False	197.52	71.52		381	231.2439024390244	4.804878048780488	29.26829268292683	U	4.0	1	23
211	USD_CHF 23DEC2008H12	2008-12-23 10:00:00	short	H12	1.08817	1	1	5	6456	9	3	0	22.0	12993.0	2008-01-08 00:00:00	1		FALSE	0.0	3.0	2.0				18.0	7.0	2.0	13	77.0		True	270.69	134.5		350	590.5909090909091	12.272727272727273	40.90909090909091	P	3.0	5	4
212	USD_CHF 22NOV2016H12	2016-11-22 10:00:00	long	H12	1.01177	1	1	4	531	6	4	1	23.0	4305.0	2016-01-02 00:00:00	1		FALSE	3.0	1.0	4.0				21.0	3.0	4.0	5,7,10	61.0		True	89.69	11.06		325	187.17391304347825	3.869565217391304	26.08695652173913	A	1.5	4	23
213	USD_CHF 22MAY2015H12	2015-05-22 10:00:00	long	H12	0.9380799999999999	0	0	0	723	7	5	0	18.0	1952.0	2015-01-04 00:00:00	1	105.0	FALSE	0.0	7.0	6.0				12.0		2.0	11	40.0		True	40.67	15.06	2.19	138	108.44444444444444	2.2222222222222223	38.888888888888886	P	1.4	0	-1
214	USD_CHF 19SEP2010H12	2010-09-19 22:00:00	short	H12	1.00433	1	3	1,23,4	2274	11	15	0	149.0	15891.0	2008-01-03 00:00:00	1		FALSE	2.0	3.0	8.0				145.0	8.0	4.0	11,27,16	39.0		False	331.06	47.38		990	106.6510067114094	2.221476510067114	7.382550335570469	A	0.7333333333333333	28	4
216	USD_CHF 14OCT2016H12	2016-10-14 10:00:00	long	H12	0.9890200000000001	0	1	1	471	7	1	0	20.0	2323.0	2016-01-03 00:00:00	1	90.0	FALSE	2.0	5.0	5.0				21.0	5.0	4.0	7,4,8	58.0		True	48.4	9.81	1.88	285	116.15	2.4	35.0	U	7.0	1	15
217	USD_CHF 12MAY2016H12	2016-12-05 22:00:00	long	H12	0.9721700000000001	1	0	0	780	8	2	0	14.0	2591.0	2016-01-03 00:00:00	1		TRUE	0.0	6.0	5.0				12.0		2.0	15	56.0		True	53.98	16.25		337	185.07142857142858	3.7857142857142856	57.142857142857146	P	4.0	0	6
219	USD_CHF 10SEP2013H12	2013-10-09 10:00:00	long	H12	0.9345600000000001	0	1	2	1268	13	3	0	18.0	1628.0	2013-01-07 00:00:00	1		FALSE	0.0	8.0	10.0				19.0	5.0	2.0	16	45.0		True	33.92	26.42		275	90.44444444444444	1.8333333333333333	72.22222222222223	A	4.333333333333333	2	11
220	USD_CHF 10AUG2007H12	2007-10-08 10:00:00	long	H12	1.19949	1	0	0	434	7	5	0	8.0	1282.0	2007-01-04 00:00:00	1		FALSE	0.0	4.0	6.0				4.0		2.0	7	76.0		True	26.71	9.04		277	160.25	3.25	87.5	A	1.4	0	12
221	USD_CHF 06JUN2014H12	2014-06-06 10:00:00	long	H12	0.89351	1	1	1	863	24	11	0	41.0	1942.0	2014-01-02 00:00:00	1		TRUE	0.0	4.0	6.0				36.0	33.0	2.0	41	56.0		False	40.46	17.98		155	47.36585365853659	0.975609756097561	58.53658536585366	A	2.1818181818181817	1	18
222	USD_CHF 04SEP2008H12	2008-04-09 22:00:00	long	H12	1.11422	1	6	2,3,4,3,1,1	1440	7	9	0	72.0	10475.0	2008-01-01 00:00:00	1		FALSE	3.0	4.0	6.0				72.0	26.0	4.0	53,10,8	35.0		False	218.23	30.0		99	145.48611111111111	3.0277777777777777	9.722222222222221	A	0.7777777777777778	14	7
224	USD_CHF 03FEB2010H12	2010-03-02 22:00:00	long	H12	1.06071	1	2	2,1	1436	8	4	0	30.0	4693.0	2009-01-08 00:00:00	1		FALSE	2.0	4.0	6.0				24.0	7.0	3.0	22,6	60.0		True	97.77	29.92		418	156.43333333333334	3.2333333333333334	26.666666666666668	A	2.0	3	7
226	USD_CAD 30OCT2009H12	2009-10-30 09:00:00	long	H12	1.07131	1	0	0	1520	6	3	0	22.0	4578.0	2009-01-10 00:00:00	1		FALSE	1.0	4.0	6.0				21.0		3.0	8,6	65.0		True	95.38	31.67		293	208.0909090909091	4.318181818181818	27.272727272727273	A	2.0	0	10
227	USD_CAD 30MAY2012H12	2012-05-30 10:00:00	long	H12	1.02701	1	2	4,3	910	12	2	1	44.0	4694.0	2011-01-12 00:00:00	1		FALSE	2.0	4.0	6.0				41.0	6.0	4.0	22,14,6	59.0		True	97.79	18.96		504	106.68181818181819	2.2045454545454546	27.272727272727273	A	6.0	7	23
231	USD_CAD 29MAR2010H12	2010-03-29 09:00:00	short	H12	1.02149	1	1	8	1784	23	4	0	68.0	5467.0	2008-01-07 00:00:00	1		FALSE	1.0	4.0	6.0											113.9	37.17		812	80.3970588235294	1.661764705882353	33.8235294117647	A	5.75	8	5
232	USD_CAD 28JUL2017H12	2017-07-28 09:00:00	short	H12	1.25085	0	7	22,1,3,9,1,5,1	1220	9	1	1	120.0	12520.0	2015-01-06 00:00:00	1	2050.0	FALSE	4.0	4.0	6.0											260.83	25.42	42.71	934	104.33333333333333	2.1666666666666665	7.5	A	9.0	42	19
234	USD_CAD 26OCT2011H12	2011-10-26 10:00:00	short	H12	1.0125600000000001	1	0	0	1705	8	5	0	32.0	4402.0	2010-01-12 00:00:00	1		FALSE	0.0	4.0	6.0				31.0		2.0	31	56.0		False	91.71	35.52		652	137.5625	2.84375	25.0	A	1.6	0	14
235	USD_CAD 25JUL2012H12	2012-07-25 10:00:00	short	H12	1.01738	1	1	2	1630	18	7	0	73.0	2696.0	2012-01-01 00:00:00	1		FALSE	1.0	4.0	6.0				68.0	73.0	3.0	37,37	38.0		False	56.17	33.96		206	36.93150684931507	0.7671232876712328	24.65753424657534	A	2.5714285714285716	2	14
242	USD_CAD 12MAY2016H12	2016-12-05 21:00:00	long	H12	1.2863200000000001	1	0	0	1856	12	4	0	14.0	3648.0	2016-01-04 00:00:00	1		FALSE	0.0	4.0	6.0											76.0	38.67		336	260.57142857142856	5.428571428571429	85.71428571428571	A	3.0	0	25
244	USD_CAD 09OCT2018H12	2018-09-10 10:00:00	long	H12	1.29839	0	0	0	516	4	3	0	11.0	1643.0	2018-01-09 00:00:00	1	401.0	TRUE	0.0	4.0	6.0											34.23	10.75	8.35	244	149.36363636363637	3.090909090909091	36.36363636363637	A	1.3333333333333333	0	13
255	NZD_JPY 30JAN2012H12	2012-01-30 22:00:00	long	H12	62.893	1	2	9,1	1170	10	1	0	93.0	5604.0	2011-01-09 00:00:00	1		FALSE	2.0	4.0	6.0				90.0						False	116.75	24.38		386	60.25806451612903	1.2473118279569892	10.75268817204301	A	10.0	10	7
256	NZD_JPY 29NOV2016H12	2016-11-29 10:00:00	long	H12	79.869	1	2	3,3	567	8	1	1	68.0	6868.0	2015-01-12 00:00:00	1		FALSE	4.0	4.0	6.0				67.0						True	143.08	11.81		687	101.0	2.1029411764705883	11.764705882352942	A	8.0	6	24
257	NZD_JPY 27DEC2018H12	2018-12-27 22:00:00	short	H12	73.956	1	1	5	266	3	2	1	10.0	2988.0	2018-01-10 00:00:00	1		FALSE	0.0	4.0	6.0											62.25	5.54		351	298.8	6.2	30.0	A	1.5	5	42
258	NZD_JPY 25SEP2018H12	2018-09-25 10:00:00	long	H12	75.119	0	1	4	573	7	1	0	22.0	2609.0	2018-01-08 00:00:00	1		FALSE	1.0	4.0	6.0											54.35	11.94		260	118.5909090909091	2.4545454545454546	31.818181818181817	A	7.0	4	9
259	NZD_JPY 22MAY2012H12	2012-05-22 22:00:00	short	H12	60.161	1	1	23	1090	8	1	1	34.0	5648.0	2012-01-01 00:00:00	1		FALSE	2.0	4.0	6.0				33.0						True	117.67	22.71		142	166.11764705882354	3.4411764705882355	23.529411764705884	A	8.0	23	28
260	NZD_JPY 20FEB2008H12	2008-02-20 22:00:00	long	H12	86.39399999999999	1	0	0	540	6	4	0	43.0	7461.0	2007-01-12 00:00:00	1		FALSE	1.0	4.0	6.0				40.0						True	155.44	11.25		404	173.51162790697674	3.604651162790698	13.953488372093023	A	1.5	0	7
261	NZD_JPY 15JUL2018H12	2018-07-15 22:00:00	long	H12	76.081	1	0	0	522	5	3	0	17.0	1919.0	2018-01-06 00:00:00	1		FALSE	1.0	4.0	6.0				15.0						True	39.98	10.88		190	112.88235294117646	2.2941176470588234	29.41176470588235	A	1.6666666666666667	0	6
262	NZD_JPY 14OCT2015H12	2015-10-14 10:00:00	long	H12	80.672	1	2	6,2	1440	9	1	0	27.0	5338.0	2015-01-08 00:00:00	1		FALSE	0.0	4.0	6.0				27.0						True	111.21	30.0		279	197.7037037037037	4.111111111111111	33.333333333333336	A	9.0	8	6
263	NZD_JPY 13OCT2011H12	2011-10-13 22:00:00	long	H12	61.233000000000004	1	0	0	1050	4	1	0	15.0	3631.0	2011-01-09 00:00:00	1		FALSE	2.0	4.0	6.0				12.0						True	75.65	21.88		277	242.06666666666666	5.0	26.666666666666668	A	4.0	0	21
264	NZD_JPY 11MAR2010H12	2010-11-03 22:00:00	long	H12	63.541000000000004	1	0	0	1010	6	5	0	10.0	2642.0	2010-01-01 00:00:00	1		TRUE	0.0	4.0	6.0				8.0						True	55.04	21.04		306	264.2	5.5	60.0	A	1.2	0	18
265	NZD_JPY 11FEB2010H12	2010-11-02 22:00:00	short	H12	62.398999999999994	0	6	1,1,2,2,2,2	2370	12	1	0	40.0	6003.0	2009-01-11 00:00:00	1	1378.0	FALSE	2.0	4.0	6.0				39.0						False	125.06	49.38	28.71	660	150.075	3.125	30.0	A	12.0	10	9
266	NZD_JPY 07MAY2012H12	2012-07-05 22:00:00	short	H12	63.255	1	0	0	500	4	1	1	67.0	5574.0	2012-01-01 00:00:00	1		FALSE	1.0	4.0	6.0	0.0			66.0					17,63	False	116.12	10.42		186	83.19402985074628	1.7313432835820894	5.970149253731344	A	4.0	0	24
267	NZD_JPY 07AUG2008H12	2008-07-08 22:00:00	short	H12	78.06	1	1	2	1080	11	7	1	23.0	3573.0	2007-01-08 00:00:00	1		FALSE	0.0	4.0	6.0				19.0						False	74.44	22.5		547	155.34782608695653	3.217391304347826	47.82608695652174	A	1.5714285714285714	2	29
268	NZD_JPY 06AUG2012H12	2012-06-08 22:00:00	long	H12	64.346	0	0	0	280	4	1	0	17.0	2927.0	2012-01-05 00:00:00	1		FALSE	1.0	4.0	6.0				16.0						False	60.98	5.83		155	172.1764705882353	3.5294117647058822	23.529411764705884	A	4.0	0	15
269	NZD_JPY 05NOV2010H12	2010-05-11 09:00:00	long	H12	64.351	0	0	0	300	3	1	1	9.0	3487.0	2010-01-05 00:00:00	1		FALSE	1.0	4.0	6.0				8.0						True	72.65	6.25		126	387.44444444444446	8.0	33.333333333333336	A	3.0	0	30
270	NZD_JPY 02OCT2007H12	2007-02-10 22:00:00	long	H12	88.37100000000001	1	1	2	1044	5	2	0	33.0	10426.0	2007-01-08 00:00:00	1		FALSE	2.0	4.0	6.0	0.0			31.0					30	True	217.21	21.75		33	315.93939393939394	6.575757575757576	15.151515151515152	A	2.5	2	18
273	GBP_USD 26DEC2012H12	2012-12-26 22:00:00	long	H12	1.61725	0	2	1,3	1870	15	11	0	55.0	3438.0	2012-01-09 00:00:00	1	300.0	FALSE	1.0	4.0	6.0				58.0	6.0	3.0	21,33	25.0		True	71.62	38.96	6.25	352	62.50909090909091	1.290909090909091	27.272727272727273	A	1.3636363636363635	4	8
274	GBP_USD 22JAN2018H12	2018-01-22 10:00:00	long	H12	1.3935	1	4	7,3,2,3	970	5	1	1	95.0	8323.0	2016-01-06 00:00:00	1		TRUE	0.0	4.0	6.0				106.0	3.0	2.0	7	31.0		False	173.4	20.21		747	87.61052631578947	1.8210526315789475	5.2631578947368425	A	5.0	15	22
275	GBP_USD 14FEB2011H12	2011-02-14 22:00:00	long	H12	1.6093	1	1	1	2550	21	4	0	67.0	6859.0	2010-01-01 00:00:00	1		TRUE	1.0	4.0	6.0				53.0	39.0	3.0	20,7	50.0		False	142.9	53.12		409	102.3731343283582	2.1194029850746268	31.34328358208955	A	5.25	1	6
276	GBP_USD 10JUN2013H12	2013-10-06 22:00:00	long	H12	1.55903	1	1	2	1490	6	1	0	17.0	5656.0	2013-01-02 00:00:00	1		TRUE	2.0	4.0	6.0				13.0	4.0	2.0	16	71.0		True	117.83	31.04		277	332.70588235294116	6.882352941176471	35.294117647058826	A	6.0	2	8
277	GBP_USD 09SEP2015H12	2015-09-09 22:00:00	short	H12	1.53477	0	7	6	2240	14	5	0	22.0	4432.0	2015-01-04 00:00:00	1	2400.0	TRUE	0.0	4.0	6.0				23.0	1.0	2.0	22	60.0		True	92.33	46.67	50.0	248	201.45454545454547	4.181818181818182	63.63636363636363	A	2.8	6	16
278	GBP_USD 04JUN2015H12	2015-04-06 22:00:00	short	H12	1.53306	0	0	0	2140	13	3	0	29.0	4494.0	2015-01-04 00:00:00	1		FALSE	1.0	4.0	6.0				30.0		3.0	18,9	48.0		True	93.62	44.58		92	154.9655172413793	3.206896551724138	44.827586206896555	A	4.333333333333333	0	5
279	GBP_JPY 29NOV2016H12	2016-11-29 10:00:00	long	H12	140.505	1	5	5,4,4,3,5	2740	9	1	0	36.0	13887.0	2016-01-06 00:00:00	1		TRUE	1.0	4.0	6.0				31.0						True	289.31	57.08		328	385.75	8.027777777777779	25.0	A	9.0	21	9
280	GBP_JPY 29MAR2007H12	2007-03-29 10:00:00	long	H12	231.02	1	0	0	3420	16	1	0	34.0	9207.0	2007-01-02 00:00:00	1		FALSE	0.0	4.0	6.0				30.0						False	191.81	71.25		86	270.79411764705884	5.617647058823529	47.05882352941177	A	16.0	0	18
282	GBP_JPY 26JAN2016H12	2016-01-26 10:00:00	long	H12	168.85299999999998	1	0	0	2080	6	1	1	5.0	4434.0	2016-01-01 00:00:00	1		FALSE	0.0	4.0	6.0				4.0						True	92.38	43.33		25	886.8	18.4	120.0	A	6.0	0	26
285	GBP_JPY 17FEB2015H12	2015-02-17 10:00:00	long	H12	182.66099999999997	1	0	0	2050	10	1	0	19.0	6325.0	2015-01-01 00:00:00	1		FALSE	0.0	4.0	6.0				15.0						True	131.77	42.71		47	332.89473684210526	6.894736842105263	52.63157894736842	A	10.0	0	14
288	GBP_JPY 15SEP2009H12	2015-09-15 22:00:00	long	H12	185.05700000000002	1	0	0	2578	11	2	0	13.0	4460.0	2015-01-08 00:00:00	1		FALSE	0.0	4.0	6.0				7.0						True	92.92	53.71		250	343.0769230769231	7.076923076923077	84.61538461538461	A	5.5	0	11
290	GBP_JPY 10JUN2015H12	2015-10-06 22:00:00	long	H12	190.796	1	4	0	2114	11	4	0	82.0	15762.0	2003-01-01 00:00:00	1		FALSE	1.0	4.0	6.0				76.0						False	328.38	44.04		4661	192.21951219512195	4.0	13.414634146341463	A	2.75	0	7
293	GBP_JPY 08MAR2018H12	2018-08-03 10:00:00	short	H12	147.002	0	1	6	2345	12	6	0	48.0	9364.0	2017-01-09 00:00:00	1		FALSE	1.0	4.0	6.0				41.0						False	195.08	48.85		571	195.08333333333334	4.0625	25.0	A	2.0	6	8
296	GBP_JPY 08JAN2016H12	2016-08-01 10:00:00	short	H12	171.696	1	1	10	1850	4	1	1	44.0	14500.0	2014-01-02 00:00:00	1		FALSE	0.0	4.0	6.0				42.0						True	302.08	38.54		942	329.54545454545456	6.863636363636363	9.090909090909092	A	4.0	10	32
300	GBP_CHF 08OCT2018H12	2018-08-10 22:00:00	long	H12	1.29887	1	1	1	604	4	1	0	22.0	4691.0	2018-01-07 00:00:00	1		TRUE	1.0	4.0	6.0											97.73	12.58		215	213.22727272727272	4.409090909090909	18.181818181818183	A	4.0	1	19
301	GBP_AUD 30OCT2017H12	2017-10-30 09:00:00	long	H12	1.7175	1	0	0	1260	7	2	0	12.0	4198.0	2017-01-06 00:00:00	1		FALSE	1.0	4.0	6.0				9.0		3.0	6,6	70.0		True	87.46	26.25		297	349.8333333333333	7.25	58.333333333333336	A	3.5	0	8
302	GBP_AUD 24FEB2010H12	2010-02-24 22:00:00	short	H12	1.7223700000000002	1	1	5	2960	9	2	0	28.0	9910.0	2003-01-01 00:00:00	1		FALSE	2.0	4.0	6.0				26.0	4.0	2.0	27	58.0		True	206.46	61.67		2611	353.92857142857144	7.357142857142857	32.142857142857146	A	4.5	5	10
303	GBP_AUD 21MAR2016H12	2016-03-21 21:00:00	short	H12	1.8884599999999998	1	4	1,3,4,6	3450	10	13	0	55.0	16877.0	2015-01-01 00:00:00	1		FALSE	1.0	4.0	6.0				49.0	6.0	2.0	27	48.0		False	351.6	71.88		445	306.8545454545455	6.381818181818182	18.181818181818183	A	0.7692307692307693	14	6
304	GBP_AUD 21AUG2012H12	2012-08-21 10:00:00	long	H12	1.5045	1	0	0	710	6	3	0	21.0	3154.0	2012-01-07 00:00:00	1		FALSE	1.0	4.0	6.0				19.0		2.0	14	44.0		True	65.71	14.79		227	150.1904761904762	3.0952380952380953	28.571428571428573	A	2.0	0	8
305	GBP_AUD 20APR2009H12	2009-04-20 10:00:00	long	H12	2.0583	0	0	0	4080	10	1	0	10.0	4443.0	2009-01-03 00:00:00	1	6483.0	FALSE	0.0	4.0	6.0				11.0		2.0	11	46.0		True	92.56	85.0	135.06	107	444.3	9.2	100.0	A	10.0	0	14
307	GBP_AUD 18DEC2011H12	2011-12-18 22:00:00	long	H12	1.5607	0	0	0	1350	6	1	0	15.0	4202.0	2011-01-11 00:00:00	1		TRUE	2.0	4.0	6.0				16.0		3.0	9,6	42.0		False	87.54	28.12		341	280.1333333333333	5.8	40.0	A	6.0	0	13
308	GBP_AUD 17SEP2014H12	2014-09-17 10:00:00	long	H12	1.8012299999999999	1	0	0	1850	8	1	0	13.0	7565.0	2014-01-07 00:00:00	1		FALSE	0.0	4.0	6.0				9.0		2.0	13	76.0		True	157.6	38.54		253	581.9230769230769	12.076923076923077	61.53846153846154	A	8.0	0	15
314	EUR_USD 28MAY2009H12	2009-05-28 10:00:00	long	H12	1.38783	1	3	4,1,1	1630	11	2	0	51.0	9928.0	2008-01-12 00:00:00	1		FALSE	3.0	4.0	6.0											206.83	33.96		502	194.66666666666666	4.03921568627451	21.568627450980394	A	5.5	6	8
318	EUR_USD 24SEP2010H12	2010-09-24 10:00:00	long	H12	1.33887	1	2	3,1	1250	5	1	1	19.0	7026.0	2010-01-04 00:00:00	1		FALSE	1.0	4.0	6.0											146.38	26.04		263	369.7894736842105	7.684210526315789	26.31578947368421	A	5.0	4	13
319	EUR_USD 24MAY2010H12	2010-05-24 10:00:00	short	H12	1.24224	1	3	2,3,6	3500	13	1	0	54.0	12218.0	2006-01-04 00:00:00	1		FALSE	1.0	4.0	6.0				50.0	7.0	3.0	18,10	40.0		True	254.54	72.92		1601	226.25925925925927	4.703703703703703	24.074074074074073	A	13.0	11	10
320	EUR_USD 23JAN2012H12	2012-01-23 10:00:00	long	H12	1.29515	1	0	0	900	5	1	0	10.0	3101.0	2012-01-12 00:00:00	1		FALSE	0.0	4.0	6.0				7.0		2.0	10	67.0		True	64.6	18.75		11	310.1	6.4	50.0	A	5.0	0	14
323	EUR_USD 22AUG2008H12	2008-08-22 10:00:00	short	H12	1.48065	1	3	21,1,1	2200	13	6	0	56.0	11800.0	2008-01-02 00:00:00	1		FALSE	3.0	4.0	6.0				51.0	6.0	2.0	20	46.0		True	245.83	45.83		233	210.71428571428572	4.375	23.214285714285715	A	2.1666666666666665	23	13
327	EUR_USD 10FEB2010H12	2010-10-02 10:00:00	short	H12	1.3737700000000002	1	3	6,6,4	1970	9	1	0	37.0	7882.0	2009-01-05 00:00:00	1		FALSE	1.0	4.0	6.0											164.21	41.04		635	213.02702702702703	4.4324324324324325	24.324324324324323	A	9.0	16	10
